EmployeeID,Age,Department,YearsExperience,PerformanceScore,MonthlySalary,TrainingHours,PromotionLast5Years
7919,33,Operations,7,2,5312,26,Yes
7920,57,Finance,14,2,10015,111,No
7921,37,HR,24,4,10271,117,No
7922,41,Marketing,7,4,12890,119,No
7923,39,Operations,31,4,3140,80,No
7924,27,Operations,12,4,9892,13,No
7925,58,Operations,14,4,10776,65,No
7926,28,Finance,5,1,12313,26,No
7927,33,Marketing,32,1,5883,53,No
7928,57,Operations,6,4,10628,110,Yes
7929,22,Operations,32,3,12226,87,No
7930,31,Marketing,28,3,10461,59,No
7931,44,Finance,31,4,12174,39,No
7932,26,Operations,2,1,13636,44,Yes
7933,46,HR,19,3,6460,98,Yes
7934,27,IT,13,1,5584,67,No
7935,59,IT,27,2,7733,89,Yes
7936,39,IT,3,1,13505,99,Yes
7937,26,Finance,14,4,12348,67,No
7938,49,Operations,16,5,12769,62,Yes
7939,59,IT,23,4,14224,97,Yes
7940,22,IT,7,2,9547,76,Yes
7941,39,Marketing,2,1,4307,117,Yes
7942,24,Operations,29,3,5852,39,Yes
7943,26,Operations,21,4,5224,40,Yes
7944,57,Marketing,32,3,6444,60,Yes
7945,48,Operations,24,1,4251,64,No
7946,50,HR,29,2,12863,0,Yes
7947,27,Finance,2,4,4395,8,Yes
7948,29,Marketing,3,3,12206,74,Yes
7949,45,IT,28,4,7741,79,No
7950,53,Operations,31,4,14406,92,No
7951,21,HR,22,3,3756,99,No
7952,26,HR,18,2,13223,14,Yes
7953,38,Finance,14,4,10304,58,No
7954,30,HR,15,2,5620,102,Yes
7955,48,Operations,22,2,5429,65,No
7956,31,Operations,0,1,12423,9,Yes
7957,53,HR,18,3,10805,48,Yes
7958,21,Operations,34,1,7024,10,Yes
7959,33,Operations,29,5,3034,29,No
7960,57,IT,16,1,10433,22,No
7961,40,Marketing,25,4,14866,21,No
7962,21,Operations,12,4,3020,50,No
7963,23,Operations,21,4,5312,41,No
7964,38,Finance,22,5,14663,99,Yes
7965,34,Marketing,32,2,3456,28,Yes
7966,51,Marketing,26,4,10287,44,No
7967,47,Marketing,34,1,10900,95,Yes
7968,37,HR,11,2,14189,32,No
7969,49,IT,8,1,7478,38,Yes
7970,56,IT,33,1,13774,72,Yes
7971,57,Finance,13,4,4062,64,No
7972,46,Marketing,2,1,10920,81,Yes
7973,37,Marketing,20,5,10127,49,No
7974,42,Operations,6,2,10189,111,Yes
7975,45,HR,32,4,12782,85,Yes
7976,22,HR,34,4,11094,47,Yes
7977,42,Finance,10,1,13057,36,Yes
7978,25,IT,31,1,11238,77,No
7979,24,Marketing,21,3,7841,85,No
7980,56,Finance,18,3,7634,32,Yes
7981,26,HR,10,4,10649,5,No
7982,41,HR,12,4,8167,90,No
7983,33,HR,27,1,7774,69,No
7984,57,Marketing,14,5,8079,54,Yes
7985,45,Marketing,12,5,10248,43,No
7986,46,Marketing,32,1,4653,49,No
7987,59,Operations,7,3,3044,53,No
7988,40,IT,31,3,7370,62,No
7989,53,HR,3,5,6764,104,Yes
7990,34,HR,17,4,6032,15,Yes
7991,56,Operations,22,1,14574,46,No
7992,37,HR,28,4,7327,56,No
7993,41,HR,1,3,3085,1,No
7994,36,Marketing,12,5,14368,36,Yes
7995,36,Marketing,15,4,4613,92,No
7996,40,IT,7,3,9781,22,No
7997,49,HR,18,3,10227,84,Yes
7998,48,Finance,31,3,6291,12,Yes
7999,28,HR,2,4,11779,114,No
8000,44,HR,31,2,11794,64,Yes
8001,23,IT,20,5,9781,92,Yes
8002,45,Finance,24,3,6516,47,Yes
8003,39,HR,16,4,4256,6,Yes
8004,53,Finance,24,1,13353,30,Yes
8005,22,Marketing,32,5,6035,62,Yes
8006,35,Marketing,30,1,13609,44,Yes
8007,42,Finance,22,1,10516,55,Yes
8008,30,HR,24,4,14214,63,No
8009,38,Finance,29,2,8286,21,No
8010,42,Finance,12,4,13311,62,Yes
8011,47,Marketing,28,4,7955,79,No
8012,33,Finance,15,5,13592,27,No
8013,53,Operations,26,4,12001,43,No
8014,25,Operations,25,5,13980,102,Yes
8015,46,Marketing,10,3,3637,88,No
8016,33,HR,2,5,3152,13,No
8017,47,HR,25,4,8909,113,No
8018,34,Marketing,33,3,13625,84,No
8019,44,HR,32,3,5738,18,Yes
8020,23,IT,14,2,3138,59,No
8021,50,Operations,1,4,9239,76,No
8022,55,IT,27,1,3725,1,No
8023,34,IT,19,4,8700,50,Yes
8024,32,IT,15,1,14734,99,No
8025,48,Marketing,3,2,5365,77,Yes
8026,49,IT,7,4,3018,33,Yes
8027,37,Finance,19,2,12628,81,Yes
8028,41,HR,25,1,4961,87,No
8029,43,Marketing,31,5,13646,93,Yes
8030,40,Finance,12,4,4851,50,Yes
8031,31,Finance,4,3,10112,18,Yes
8032,54,Operations,12,3,8521,35,No
8033,30,Operations,10,2,12054,84,No
8034,30,Finance,31,5,3100,82,Yes
8035,26,Operations,17,3,11784,117,No
8036,56,HR,28,3,9838,25,No
8037,44,HR,14,4,10135,34,No
8038,32,Operations,19,3,9029,62,Yes
8039,43,IT,4,1,5509,103,No
8040,47,Finance,32,2,4955,3,No
8041,57,HR,17,3,12846,84,Yes
8042,26,Operations,18,4,10078,2,Yes
8043,21,Operations,31,1,10543,4,No
8044,26,HR,21,3,7780,106,No
8045,42,HR,0,2,12880,28,Yes
8046,44,IT,24,2,3910,118,No
8047,45,Operations,19,2,9163,18,Yes
8048,35,Operations,34,3,10993,114,Yes
8049,46,Marketing,5,1,9715,16,No
8050,28,IT,5,5,9142,33,Yes
8051,44,HR,2,2,9605,19,No
8052,58,HR,30,1,4181,27,No
8053,26,Finance,34,4,10531,72,Yes
8054,55,HR,14,4,14148,66,No
8055,21,Operations,16,1,3604,9,No
8056,56,HR,14,4,8849,20,Yes
8057,32,Operations,4,4,5370,104,No
8058,58,Operations,21,2,13202,115,Yes
8059,31,IT,10,3,3202,3,Yes
8060,32,HR,27,3,3242,21,No
8061,59,IT,13,3,12721,70,No
8062,27,Operations,2,3,9231,61,No
8063,31,HR,10,1,6740,11,No
8064,56,HR,29,2,5721,10,Yes
8065,51,IT,4,1,9026,21,No
8066,53,IT,21,4,11851,28,No
8067,33,Operations,12,2,11904,60,No
8068,38,Operations,20,5,12366,60,Yes
8069,44,HR,24,3,8219,26,Yes
8070,29,HR,20,4,11438,46,Yes
8071,51,Marketing,27,3,3730,83,No
8072,30,Marketing,3,3,4560,13,Yes
8073,22,Finance,28,3,12176,6,Yes
8074,58,Operations,34,5,11687,14,No
8075,35,Finance,22,4,8408,45,No
8076,23,Finance,6,3,9558,27,Yes
8077,51,IT,8,3,13854,42,Yes
8078,26,IT,22,2,13318,9,No
8079,23,Marketing,2,3,5575,50,No
8080,31,Finance,8,2,10508,2,Yes
8081,35,Marketing,3,4,4082,75,Yes
8082,48,Operations,24,4,5753,76,Yes
8083,30,HR,5,4,5958,102,Yes
8084,58,IT,17,2,11735,43,Yes
8085,27,Operations,6,5,14255,53,No
8086,35,Operations,34,5,9833,33,No
8087,38,IT,30,3,13094,64,Yes
8088,38,IT,31,4,7314,101,No
8089,44,Finance,34,1,14363,88,No
8090,22,Marketing,27,3,8090,82,No
8091,40,Operations,4,5,5150,24,No
8092,54,Finance,29,5,9103,62,No
8093,46,Finance,21,4,3883,69,Yes
8094,27,Operations,16,2,5677,44,Yes
8095,58,Operations,9,3,13994,67,No
8096,50,HR,6,2,8238,25,Yes
8097,25,Marketing,3,5,6975,25,No
8098,31,Operations,26,4,3006,25,No
8099,21,IT,6,5,13627,77,Yes
8100,54,HR,22,4,10645,61,No
8101,21,Marketing,10,1,12737,95,Yes
8102,39,IT,7,2,8400,111,No
8103,22,IT,7,3,5089,91,No
8104,41,Marketing,4,4,7191,60,No
8105,40,HR,6,1,8623,1,Yes
8106,43,IT,21,1,5293,40,Yes
8107,41,Finance,1,2,10391,44,No
8108,44,Marketing,23,4,7209,84,Yes
8109,24,Marketing,1,3,13783,109,No
8110,32,Operations,11,3,7425,13,Yes
8111,42,HR,25,3,14766,36,No
8112,40,Finance,5,5,6224,1,No
8113,38,Finance,22,5,4240,4,No
8114,21,Operations,1,4,10517,101,Yes
8115,50,IT,25,3,6493,1,No
8116,53,IT,13,1,6590,0,Yes
8117,44,Finance,17,3,11908,47,Yes
8118,34,HR,31,4,11455,21,Yes
8119,56,IT,13,3,9944,40,Yes
8120,25,Marketing,29,2,3317,24,Yes
8121,31,Operations,12,3,5207,45,No
8122,44,HR,30,1,13716,93,No
8123,51,IT,21,4,3640,8,Yes
8124,33,Finance,27,4,3858,60,Yes
8125,36,Operations,18,1,7243,100,No
8126,44,IT,15,4,12662,46,No
8127,33,Finance,4,3,12166,73,Yes
8128,44,IT,1,4,12477,78,Yes
8129,46,Operations,9,3,11243,112,Yes
8130,22,Marketing,18,4,4019,2,Yes
8131,36,Marketing,19,3,10900,7,No
8132,58,Finance,28,3,14814,24,No
8133,21,Marketing,24,1,13104,35,Yes
8134,31,Operations,16,1,11479,42,Yes
8135,55,Finance,12,5,8373,114,Yes
8136,49,IT,15,1,9357,109,Yes
8137,57,HR,34,3,8211,49,No
8138,37,IT,2,3,10772,62,Yes
8139,59,Operations,8,4,7738,84,No
8140,48,Finance,28,4,6901,33,Yes
8141,49,IT,4,5,10902,90,No
8142,23,Finance,2,3,7933,72,Yes
8143,30,Marketing,9,5,13772,9,Yes
8144,34,HR,30,3,14708,26,No
8145,32,Operations,10,1,10670,88,No
8146,50,IT,16,4,4549,12,No
8147,52,HR,7,5,7934,50,Yes
8148,52,Operations,1,2,5666,67,No
8149,52,Operations,3,3,5453,15,Yes
8150,46,Marketing,15,1,4567,11,Yes
8151,21,Finance,20,2,6752,24,No
8152,22,Finance,4,1,11479,111,No
8153,37,HR,34,1,5473,48,No
8154,50,Marketing,13,3,3435,15,Yes
8155,59,Operations,14,1,12181,102,Yes
8156,27,Marketing,5,5,9224,1,Yes
8157,47,Marketing,15,2,14751,72,No
8158,29,HR,22,1,5405,107,No
8159,42,Finance,30,1,11446,76,Yes
8160,54,Marketing,11,4,13201,77,No
8161,21,Marketing,18,4,4834,75,Yes
8162,29,Marketing,11,5,10042,34,No
8163,40,IT,12,4,11656,21,No
8164,39,Marketing,1,1,7351,84,No
8165,56,Marketing,19,1,3422,47,Yes
8166,24,Operations,30,2,8933,113,No
8167,29,IT,8,4,13087,63,Yes
8168,42,Marketing,20,3,12480,66,Yes
8169,38,Marketing,7,4,9072,21,Yes
8170,32,HR,28,1,12540,72,Yes
8171,59,HR,18,2,3554,46,No
8172,29,IT,34,4,3006,39,Yes
8173,26,Operations,25,2,4765,105,No
8174,39,IT,10,4,5091,52,Yes
8175,27,IT,34,5,14435,117,No
8176,36,HR,3,1,14365,2,Yes
8177,25,HR,2,1,7830,94,No
8178,36,Operations,11,3,4657,100,Yes
8179,21,Marketing,31,1,12003,5,Yes
8180,57,Operations,25,3,9094,13,No
8181,59,Marketing,12,1,10463,82,No
8182,39,Finance,28,4,12420,57,No
8183,57,HR,18,4,4962,81,No
8184,37,Finance,34,5,3490,6,Yes
8185,46,Finance,26,4,11509,99,No
8186,42,HR,30,2,11082,28,Yes
8187,28,Finance,2,4,5548,2,No
8188,53,IT,34,3,13032,12,No
8189,22,Marketing,23,5,12408,35,Yes
8190,50,Operations,6,2,11524,104,No
8191,40,HR,34,2,4176,88,No
8192,38,IT,20,1,9099,91,No
8193,30,Operations,0,3,5600,37,No
8194,44,Operations,5,4,6094,74,No
8195,24,Operations,33,4,5263,59,No
8196,57,Finance,17,1,4066,104,No
8197,24,Finance,24,4,14624,72,No
8198,33,Finance,14,2,8744,21,No
8199,45,Finance,31,4,5790,20,No
8200,33,IT,17,4,10079,82,Yes
8201,38,Finance,30,2,13653,32,No
8202,44,HR,28,3,14681,3,No
8203,22,Operations,14,3,13861,96,No
8204,53,IT,22,2,4673,108,No
8205,39,Finance,10,2,5363,79,Yes
8206,29,Operations,14,5,6723,43,No
8207,48,IT,22,5,6501,0,No
8208,55,Operations,2,4,5814,61,Yes
8209,59,IT,18,4,9642,78,No
8210,30,Marketing,0,5,3348,21,No
8211,21,IT,23,4,5122,95,Yes
8212,41,Finance,10,3,7133,58,Yes
8213,29,Operations,29,3,14709,36,No
8214,35,Operations,10,1,3211,22,No
8215,55,Operations,0,5,6529,32,No
8216,25,HR,11,3,10737,112,No
8217,42,HR,3,1,14828,103,No
8218,43,Finance,24,2,9349,21,Yes
8219,27,Marketing,7,3,7100,63,No
8220,43,HR,14,1,12458,103,Yes
8221,45,IT,29,4,3147,61,Yes
8222,47,Finance,31,1,4709,117,No
8223,26,Marketing,34,3,6022,53,No
8224,54,IT,20,4,6990,57,No
8225,29,Operations,30,4,14656,110,Yes
8226,53,HR,26,1,10854,118,Yes
8227,26,IT,7,1,6836,11,Yes
8228,57,Marketing,22,3,11183,111,No
8229,51,Finance,22,4,14513,17,No
8230,54,IT,32,5,7523,95,Yes
8231,49,Finance,12,1,3368,66,No
8232,34,Operations,34,5,10144,59,Yes
8233,56,Marketing,15,5,4470,99,No
8234,56,Marketing,11,4,14285,110,No
8235,35,HR,30,3,5597,109,No
8236,28,Marketing,4,5,14545,0,Yes
8237,46,IT,24,3,4302,88,Yes
8238,56,IT,20,1,14516,19,No
8239,41,IT,2,4,4894,16,Yes
8240,48,Operations,9,2,5524,48,Yes
8241,24,Marketing,22,4,4088,21,Yes
8242,36,Marketing,16,2,8705,113,No
8243,42,IT,34,1,4326,32,No
8244,32,HR,24,3,10484,25,No
8245,36,HR,1,1,7269,26,Yes
8246,58,Marketing,26,4,10582,59,Yes
8247,57,Marketing,8,2,12475,33,Yes
8248,49,Finance,3,2,6356,86,Yes
8249,38,Marketing,25,4,9216,79,Yes
8250,30,IT,31,4,4102,77,Yes
8251,59,Operations,28,1,4067,51,No
8252,38,Marketing,21,5,3744,54,No
8253,21,Marketing,12,2,6074,118,No
8254,59,IT,22,4,5490,115,No
8255,41,Finance,30,1,13318,60,Yes
8256,21,Marketing,30,5,10544,49,Yes
8257,35,HR,14,3,6764,104,Yes
8258,24,HR,13,4,9021,62,Yes
8259,40,HR,34,5,5862,63,No
8260,30,Operations,23,3,14270,13,No
8261,43,Operations,29,3,12074,108,No
8262,54,Marketing,29,1,8955,89,No
8263,53,Marketing,26,2,9868,109,No
8264,54,Marketing,13,4,5560,50,Yes
8265,59,Operations,10,5,7791,112,Yes
8266,30,Marketing,25,3,6834,26,No
8267,40,IT,20,2,5774,39,No
8268,21,Finance,8,3,11268,67,Yes
8269,33,HR,0,4,6114,8,No
8270,21,HR,5,4,14420,55,Yes
8271,25,IT,0,1,8704,90,Yes
8272,36,Marketing,21,4,4012,106,Yes
8273,35,Operations,12,4,7285,38,No
8274,48,Marketing,30,4,12066,14,No
8275,51,Marketing,14,2,7357,88,Yes
8276,43,HR,1,5,6556,17,Yes
8277,37,HR,30,5,5325,51,Yes
8278,54,Operations,25,4,9957,60,Yes
8279,33,HR,1,5,12917,93,Yes
8280,34,Marketing,10,4,6988,36,Yes
8281,31,IT,32,5,5354,79,Yes
8282,48,Operations,17,5,13846,52,No
8283,52,IT,20,3,9693,11,Yes
8284,55,Marketing,30,2,14419,80,Yes
8285,51,Operations,25,3,5394,24,No
8286,37,IT,29,3,8542,78,No
8287,29,Operations,20,5,7521,24,Yes
8288,30,Marketing,15,1,3041,20,No
8289,28,Operations,6,1,4848,82,Yes
8290,41,Marketing,21,2,13316,87,Yes
8291,33,Operations,6,4,7191,6,No
8292,25,Operations,1,5,10430,116,Yes
8293,26,HR,13,2,5866,75,No
8294,50,Marketing,7,3,12838,48,No
8295,51,Finance,28,5,9893,38,No
8296,37,Operations,6,3,11396,74,No
8297,31,IT,21,2,6334,96,Yes
8298,40,HR,16,1,6659,48,Yes
8299,29,HR,15,2,10079,88,Yes
8300,22,Operations,32,5,3654,117,Yes
8301,57,Finance,34,5,5362,102,No
8302,21,HR,31,4,12584,33,No
8303,24,Marketing,2,1,14860,74,No
8304,56,Operations,2,5,11075,15,No
8305,45,Operations,7,1,8371,95,Yes
8306,23,Finance,30,5,8452,14,No
8307,29,Marketing,8,1,7839,39,No
8308,42,Marketing,4,2,10593,78,No
8309,43,Finance,27,1,3284,6,No
8310,32,IT,14,3,12532,100,No
8311,30,Marketing,26,2,3511,39,Yes
8312,54,IT,30,5,14247,65,Yes
8313,30,IT,17,5,7124,69,Yes
8314,50,Operations,3,4,14557,99,No
8315,42,Operations,20,3,6078,102,No
8316,26,HR,22,4,7637,101,No
8317,22,Operations,21,2,13454,91,No
8318,50,Marketing,0,4,11406,21,Yes
8319,22,Marketing,24,2,14433,100,Yes
8320,52,IT,27,4,13460,58,No
8321,36,Marketing,10,1,8119,4,No
8322,32,Operations,21,2,6331,17,Yes
8323,21,Operations,24,2,5308,10,Yes
8324,28,Operations,20,1,4837,118,Yes
8325,33,Finance,19,1,11010,118,No
8326,35,Marketing,15,3,8119,7,No
8327,28,HR,27,1,8736,19,No
8328,30,Marketing,28,4,3565,74,Yes
8329,25,Marketing,25,1,14883,58,No
8330,39,Finance,1,1,10639,90,No
8331,58,Marketing,9,2,11992,92,Yes
8332,31,IT,12,2,4278,24,Yes
8333,40,Operations,14,1,12493,57,Yes
8334,40,Operations,8,3,14822,114,No
8335,41,Finance,26,2,10191,18,No
8336,38,Operations,7,4,8084,1,Yes
8337,30,IT,5,4,6504,105,No
8338,54,Finance,23,1,12183,102,No
8339,46,HR,2,1,13717,107,No
8340,50,Operations,25,3,8613,57,Yes
8341,29,Marketing,20,1,13621,65,Yes
8342,51,IT,12,5,9517,6,Yes
8343,24,IT,10,5,13792,50,Yes
8344,26,Operations,7,1,9905,94,No
8345,34,HR,13,5,14352,32,No
8346,24,Marketing,32,4,13331,74,Yes
8347,46,HR,1,1,3376,103,Yes
8348,59,HR,0,4,11142,103,No
8349,37,Operations,10,4,4104,109,No
8350,39,Marketing,5,5,9746,12,Yes
8351,26,Operations,31,3,13339,9,No
8352,49,Operations,14,4,12805,112,Yes
8353,31,IT,11,5,8674,58,No
8354,36,Operations,28,3,8242,37,Yes
8355,50,Finance,21,5,5847,19,No
8356,45,Marketing,13,5,14659,84,Yes
8357,31,IT,18,1,11214,13,Yes
8358,27,Marketing,4,2,5703,87,No
8359,46,IT,34,3,7865,39,Yes
8360,42,Finance,24,5,9662,6,No
8361,45,Operations,8,4,6348,68,Yes
8362,39,IT,6,4,14961,5,Yes
8363,51,IT,17,2,12110,39,Yes
8364,46,IT,1,3,13171,52,Yes
8365,56,Finance,9,1,3376,98,Yes
8366,43,Marketing,1,3,9434,8,Yes
8367,33,Finance,7,4,12442,105,No
8368,45,IT,6,4,12388,64,Yes
8369,22,IT,34,1,12862,102,No
8370,22,Operations,22,1,10620,19,No
8371,36,Finance,7,4,14332,5,No
8372,29,Finance,20,5,14544,95,No
8373,48,HR,32,5,14102,76,No
8374,33,Marketing,0,1,9485,38,No
8375,55,HR,11,5,4356,103,Yes
8376,33,HR,10,1,4766,20,No
8377,51,Marketing,29,3,8505,36,Yes
8378,41,Operations,3,3,12557,11,Yes
8379,52,Operations,33,3,13556,69,Yes
8380,54,Marketing,22,1,8426,118,Yes
8381,28,Marketing,31,1,6841,14,Yes
8382,22,Finance,2,5,6244,20,No
8383,58,Finance,27,5,3543,84,Yes
8384,52,Finance,3,5,14463,91,Yes
8385,48,Finance,11,2,14855,99,No
8386,57,IT,23,1,9047,80,No
8387,21,IT,32,3,11967,45,Yes
8388,30,Operations,2,3,4620,70,No
8389,24,IT,3,2,7312,86,No
8390,55,IT,29,2,11723,108,Yes
8391,30,Finance,5,3,10828,85,Yes
8392,31,Finance,29,1,3888,9,Yes
8393,34,Marketing,7,3,13105,81,Yes
8394,58,Finance,17,3,3392,65,No
8395,32,Marketing,15,2,12813,117,No
8396,37,Marketing,5,2,6457,75,Yes
8397,36,IT,23,5,10668,108,Yes
8398,55,Finance,27,2,5363,116,Yes
8399,22,IT,31,3,10354,38,Yes
8400,31,Finance,24,5,12540,113,Yes
8401,23,IT,27,3,14052,21,Yes
8402,49,IT,20,1,3317,106,No
8403,38,IT,7,1,9537,85,Yes
8404,40,Operations,8,2,11896,41,No
8405,34,IT,20,5,6771,85,Yes
8406,54,HR,0,4,12233,5,No
8407,51,HR,3,1,14066,109,Yes
8408,38,HR,9,1,7244,51,No
8409,50,Marketing,25,1,7653,36,No
8410,45,IT,2,1,9885,83,Yes
8411,39,HR,8,2,13701,5,Yes
8412,28,Marketing,31,5,7006,72,Yes
8413,48,HR,2,1,14216,28,Yes
8414,28,Finance,3,2,7642,100,Yes
8415,51,Operations,5,5,5127,68,No
8416,23,IT,8,5,7613,50,Yes
8417,23,Operations,25,4,5749,76,No
8418,42,Operations,1,3,11435,26,No
8419,37,Finance,1,1,11200,86,Yes
8420,56,Finance,20,2,6654,36,Yes
8421,37,Finance,21,5,13885,45,Yes
8422,34,Marketing,2,4,12515,97,Yes
8423,29,HR,34,3,8439,24,No
8424,50,IT,32,5,13488,36,No
8425,41,Finance,14,5,5370,22,No
8426,32,IT,10,1,5603,91,No
8427,57,IT,9,3,8747,118,Yes
8428,52,IT,13,3,6533,25,No
8429,31,Finance,1,2,10565,75,Yes
8430,40,Finance,28,4,11584,119,No
8431,55,HR,34,2,4251,51,No
8432,31,Finance,19,4,5966,102,No
8433,28,Finance,20,2,14320,2,No
8434,24,IT,33,4,12358,72,Yes
8435,47,HR,32,1,13758,110,Yes
8436,58,Operations,18,4,10571,78,No
8437,50,Finance,7,2,6007,71,Yes
8438,47,Finance,30,3,10813,27,No
8439,41,Operations,10,5,10206,89,No
8440,40,IT,7,4,11384,79,No
8441,24,HR,24,4,11518,33,Yes
8442,31,IT,19,3,7120,83,No
8443,33,Marketing,6,1,7197,64,Yes
8444,29,Finance,12,2,11854,87,No
8445,24,Marketing,9,1,7837,28,Yes
8446,32,Finance,7,4,7025,3,No
8447,29,Marketing,19,4,7257,67,No
8448,33,Operations,16,1,7773,118,Yes
8449,46,Finance,10,2,12077,61,No
8450,58,Finance,15,4,6953,37,No
8451,33,Marketing,31,4,5294,66,No
8452,59,HR,25,1,9317,103,No
8453,48,Marketing,8,5,6467,1,No
8454,39,Finance,34,3,4032,92,Yes
8455,44,Finance,2,4,4471,112,Yes
8456,39,HR,30,2,8113,91,Yes
8457,33,IT,6,5,8690,75,No
8458,33,HR,1,1,13836,43,Yes
8459,48,IT,24,1,9805,78,No
8460,22,Finance,11,2,7071,113,No
8461,30,Operations,29,5,10739,104,Yes
8462,42,Operations,29,2,4148,94,No
8463,33,Marketing,28,4,11232,116,Yes
8464,29,HR,10,5,9480,100,Yes
8465,53,HR,22,3,6756,31,No
8466,34,Operations,16,3,14948,85,Yes
8467,40,IT,12,2,10408,2,Yes
8468,35,HR,32,3,14602,16,No
8469,52,IT,0,2,10261,92,Yes
8470,53,IT,12,4,14158,119,Yes
8471,37,IT,2,4,9663,118,No
8472,44,IT,15,2,6796,11,Yes
8473,50,Marketing,6,4,14472,63,No
8474,33,Marketing,2,3,6447,62,No
8475,36,Operations,13,4,11276,77,Yes
8476,22,Marketing,15,3,14610,71,No
8477,37,HR,3,3,10832,40,No
8478,52,Marketing,30,1,13355,1,Yes
8479,28,HR,12,4,7457,52,No
8480,23,HR,26,4,8370,33,No
8481,32,IT,0,2,14151,87,Yes
8482,40,Operations,24,2,13422,111,Yes
8483,36,IT,10,5,13915,83,No
8484,34,IT,8,3,5639,106,No
8485,36,Marketing,6,1,12222,115,Yes
8486,53,Marketing,13,3,10687,73,No
8487,50,HR,29,4,3930,39,Yes
8488,32,Marketing,23,5,13851,70,No
8489,35,Marketing,2,3,4821,64,No
8490,38,Finance,26,5,8902,54,No
8491,48,HR,0,3,8827,73,No
8492,43,HR,25,4,6809,50,No
8493,34,Finance,5,4,12785,4,No
8494,50,HR,11,3,8531,55,Yes
8495,53,Operations,34,1,12312,117,No
8496,35,Operations,9,4,12873,103,No
8497,27,Finance,8,2,4924,20,No
8498,35,Marketing,22,1,5440,57,Yes
8499,58,Operations,29,3,10013,72,No
8500,31,Finance,21,1,6442,92,Yes
8501,49,Operations,8,2,4207,30,No
8502,51,IT,18,4,12358,108,Yes
8503,45,Finance,7,4,8582,45,No
8504,44,HR,3,4,11253,26,No
8505,39,Operations,4,2,11354,69,No
8506,22,HR,18,1,7647,106,No
8507,42,Finance,17,3,10402,30,No
8508,40,Operations,28,3,12275,40,No
8509,53,HR,18,1,3238,44,Yes
8510,28,Marketing,5,4,13807,35,No
8511,45,Marketing,4,3,13985,1,No
8512,29,IT,4,4,6786,61,Yes
8513,54,Finance,7,5,13232,119,Yes
8514,43,HR,26,5,14304,20,No
8515,25,IT,17,3,11629,33,Yes
8516,45,Finance,25,1,11720,85,Yes
8517,28,Marketing,15,1,11296,12,Yes
8518,36,HR,21,1,10260,18,Yes
8519,35,Operations,22,4,12430,32,Yes
8520,21,Marketing,2,5,13456,101,Yes
8521,42,Operations,2,4,9632,103,Yes
8522,23,Operations,11,2,11342,48,No
8523,58,HR,22,2,4793,2,No
8524,34,HR,10,3,9956,37,No
8525,56,Operations,28,2,11822,82,Yes
8526,38,IT,5,1,13159,70,No
8527,38,Operations,15,3,11107,14,No
8528,23,Operations,33,5,3206,37,No
8529,30,HR,10,5,5822,24,No
8530,59,Finance,10,2,12025,60,Yes
8531,21,Marketing,24,2,14965,85,Yes
8532,47,HR,18,5,14933,86,Yes
8533,47,IT,31,2,4500,49,Yes
8534,31,Marketing,7,2,13827,9,Yes
8535,25,HR,11,4,9707,99,Yes
8536,27,HR,34,5,7321,100,No
8537,39,Finance,5,5,11995,49,No
8538,49,IT,20,2,13049,105,Yes
8539,35,IT,25,1,9833,41,No
8540,55,HR,0,4,9249,105,No
8541,57,Finance,16,1,6147,70,Yes
8542,32,HR,34,2,7611,51,No
8543,50,Operations,26,5,4846,45,Yes
8544,40,Operations,1,1,11134,88,No
8545,57,Finance,0,3,9418,39,Yes
8546,23,HR,9,1,6719,57,Yes
8547,29,Finance,30,5,13778,104,Yes
8548,59,HR,4,2,9094,23,No
8549,46,HR,12,1,5065,68,No
8550,22,Operations,23,2,7380,84,No
8551,43,Marketing,26,4,14171,39,No
8552,43,IT,0,3,14144,19,Yes
8553,41,IT,19,5,7745,28,Yes
8554,36,Finance,7,5,11185,36,No
8555,29,IT,2,2,9400,19,No
8556,33,Operations,31,3,12434,17,No
8557,48,Marketing,24,5,13883,3,Yes
8558,47,HR,24,1,13159,10,No
8559,37,HR,13,5,5404,116,Yes
8560,58,Operations,26,1,3255,63,No
8561,56,IT,31,5,13847,85,No
8562,21,HR,26,1,9477,51,No
8563,38,IT,3,4,13028,42,No
8564,29,Operations,10,2,10535,13,Yes
8565,33,HR,2,4,9140,44,Yes
8566,35,Finance,24,1,9158,27,Yes
8567,24,Marketing,23,2,3178,3,Yes
8568,53,IT,8,3,10612,15,Yes
8569,44,IT,7,1,10939,37,No
8570,56,IT,30,5,8522,62,No
8571,30,IT,16,5,7183,22,No
8572,56,Operations,30,3,9237,76,Yes
8573,40,Operations,3,4,7940,118,Yes
8574,31,Operations,3,1,14658,19,No
8575,32,Operations,7,5,3027,68,Yes
8576,38,HR,5,2,13936,82,No
8577,50,Operations,8,3,11245,20,No
8578,57,HR,7,4,11512,41,No
8579,40,Finance,31,4,6630,68,Yes
8580,45,Operations,14,2,9903,13,Yes
8581,32,Finance,17,2,14497,99,Yes
8582,41,Operations,22,3,9773,69,Yes
8583,45,Finance,4,2,8921,4,No
8584,31,Marketing,26,5,3331,23,No
8585,29,Finance,32,4,4717,92,No
8586,45,HR,1,2,14735,28,Yes
8587,55,IT,27,1,3316,1,Yes
8588,52,Finance,23,2,9244,5,Yes
8589,34,IT,20,4,6551,33,No
