EmployeeID,Age,Department,YearsExperience,PerformanceScore,MonthlySalary,TrainingHours,PromotionLast5Years,,,
68670,37,Finance,2,4,7021,107,No,,,
68671,54,Finance,27,1,4537,86,Yes,,,
68672,55,IT,23,5,3883,8,Yes,,,
68673,31,Operations,18,3,3869,94,No,,,
68674,40,IT,17,1,9214,72,No,,,
68675,24,Operations,31,5,13582,117,Yes,,,
68676,23,IT,27,5,7011,51,Yes,,,
68677,28,Marketing,20,1,7627,49,Yes,,,
68678,56,IT,4,1,14715,108,Yes,,,
68679,56,Finance,25,4,4142,100,No,,,
68680,39,Marketing,0,4,11562,25,No,,,
68681,40,Finance,1,5,13191,6,No,,,
68682,25,Marketing,5,5,12534,64,Yes,,,
68683,46,Finance,8,5,8841,27,No,,,
68684,42,Finance,11,5,5106,3,No,,,
68685,46,IT,9,2,10670,74,Yes,,,
68686,30,Finance,1,2,4763,8,No,,,
68687,44,Operations,33,3,5848,14,Yes,,,
68688,56,Finance,33,2,11281,79,No,,,
68689,52,Operations,10,2,6329,101,Yes,,,
68690,45,IT,25,3,3080,18,Yes,,,
68691,35,Operations,14,3,10776,70,Yes,,,
68692,59,Finance,2,2,9001,48,Yes,,,
68693,54,HR,8,2,10987,54,Yes,,,
68694,36,IT,29,5,4947,119,Yes,,,
68695,30,HR,33,4,8042,48,Yes,,,
68696,26,IT,22,1,4554,14,Yes,,,
68697,57,Finance,34,3,8735,31,No,,,
68698,41,IT,8,3,11169,63,Yes,,,
68699,22,Marketing,25,2,9028,82,No,,,
68700,58,HR,7,4,6126,112,No,,,
68701,39,Operations,14,1,5008,114,No,,,
68702,58,Finance,10,2,14791,56,No,,,
68703,43,HR,29,3,11082,28,Yes,,,
68704,37,Operations,5,5,8777,119,No,,,
68705,26,IT,18,5,14064,85,No,,,
68706,54,HR,11,3,5834,99,No,,,
68707,35,Operations,12,3,13695,99,No,,,
68708,47,Finance,21,3,7894,24,Yes,,,
68709,42,Marketing,24,2,8799,71,No,,,
68710,55,Finance,7,4,6483,74,No,,,
68711,39,Operations,25,5,13348,39,No,,,
68712,22,Finance,26,3,10635,33,Yes,,,
68713,40,Finance,13,3,7423,113,No,,,
68714,53,Marketing,16,2,10091,0,No,,,
68715,37,IT,33,1,3435,26,No,,,
68716,22,IT,3,3,10361,64,No,,,
68717,32,HR,15,3,13218,87,No,,,
68718,38,Finance,2,4,6311,69,No,,,
68719,43,Finance,11,2,6157,117,Yes,,,
68720,39,HR,30,2,5295,96,Yes,,,
68721,25,Marketing,3,5,7153,88,No,,,
68722,41,IT,20,3,12996,110,Yes,,,
68723,40,Finance,20,2,6736,87,No,,,
68724,36,Operations,19,2,8532,58,Yes,,,
68725,26,Marketing,32,3,8635,33,Yes,,,
68726,46,HR,8,2,3273,17,Yes,,,
68727,52,HR,28,5,14365,99,Yes,,,
68728,55,Operations,20,5,8839,15,No,,,
68729,43,HR,6,4,10637,36,Yes,,,
68730,57,Operations,29,4,10339,60,Yes,,,
68731,38,Finance,29,1,6900,11,No,,,
68732,41,IT,9,2,5522,75,Yes,,,
68733,33,Operations,14,1,5624,31,Yes,,,
68734,48,HR,13,4,4836,86,No,,,
68735,34,Finance,9,2,8779,82,No,,,
68736,50,IT,0,4,8935,36,Yes,,,
68737,57,IT,18,4,4518,35,Yes,,,
68738,55,Finance,34,1,13167,47,Yes,,,
68739,42,Marketing,12,2,3507,61,No,,,
68740,55,Operations,25,1,6533,58,No,,,
68741,58,Operations,11,3,12664,88,No,,,
68742,33,Finance,33,2,10882,24,Yes,,,
68743,29,IT,2,4,5059,91,Yes,,,
68744,36,Marketing,25,1,11778,23,No,,,
68745,33,Marketing,13,5,5547,103,Yes,,,
68746,38,Marketing,17,3,12578,18,No,,,
68747,29,Marketing,11,3,4764,17,Yes,,,
68748,28,IT,6,4,10856,60,Yes,,,
68749,39,Finance,23,5,12291,20,No,,,
68750,36,Marketing,5,3,11822,6,Yes,,,
68751,31,IT,10,2,3815,105,No,,,
68752,48,Operations,10,5,5256,94,Yes,,,
68753,52,Marketing,27,2,5264,83,Yes,,,
68754,39,HR,12,1,9287,119,No,,,
68755,27,HR,26,5,9152,103,No,,,
68756,44,IT,23,2,13879,89,No,,,
68757,43,Operations,8,3,12457,88,No,,,
68758,27,Operations,14,4,9107,90,Yes,,,
68759,57,Operations,11,5,9108,112,No,,,
68760,35,Finance,31,4,8517,119,Yes,,,
68761,43,IT,13,5,14808,107,No,,,
68762,35,Marketing,1,1,5856,36,Yes,,,
68763,28,Marketing,15,5,7086,50,Yes,,,
68764,29,Marketing,27,2,11462,67,Yes,,,
68765,57,IT,2,3,14900,44,No,,,
68766,47,IT,13,5,8566,88,No,,,
68767,42,IT,1,3,4065,112,Yes,,,
68768,42,Marketing,16,4,11214,6,No,,,
68769,40,Marketing,6,1,7904,47,No,,,
68770,41,IT,0,3,3156,76,Yes,,,
68771,34,Marketing,26,4,3005,97,No,,,
68772,41,HR,28,1,9166,105,Yes,,,
68773,42,Operations,12,1,9286,98,No,,,
68774,53,Finance,25,1,11934,46,No,,,
68775,34,Operations,1,4,11134,115,Yes,,,
68776,33,IT,22,2,7351,21,No,,,
68777,42,Marketing,6,2,10588,95,No,,,
68778,46,IT,11,4,5109,65,Yes,,,
68779,41,Marketing,10,5,11059,33,No,,,
68780,35,HR,27,5,4467,114,Yes,,,
68781,31,Finance,5,1,13886,26,Yes,,,
68782,32,Operations,6,2,14945,34,Yes,,,
68783,26,Operations,17,3,4656,0,No,,,
68784,52,HR,25,5,8273,73,Yes,,,
68785,44,Operations,6,2,5975,103,No,,,
68786,37,HR,6,4,8571,51,No,,,
68787,59,Operations,32,2,11830,49,No,,,
68788,54,Marketing,0,4,3143,28,No,,,
68789,44,Operations,19,4,7037,104,Yes,,,
68790,45,Marketing,18,4,7701,119,Yes,,,
68791,42,IT,1,3,7240,119,Yes,,,
68792,43,HR,8,4,12738,3,Yes,,,
68793,42,IT,26,4,13424,20,No,,,
68794,40,Marketing,7,1,8075,25,No,,,
68795,32,IT,0,1,5705,34,No,,,
68796,37,Operations,32,2,13429,23,Yes,,,
68797,47,Marketing,6,4,8554,39,Yes,,,
68798,21,Marketing,27,3,3594,99,Yes,,,
68799,21,Marketing,6,4,6638,42,Yes,,,
68800,57,Finance,17,5,8530,54,Yes,,,
68801,34,IT,2,1,3226,9,No,,,
68802,46,Marketing,6,4,3806,45,Yes,,,
68803,23,IT,24,1,8286,99,No,,,
68804,42,Finance,33,2,5822,60,Yes,,,
68805,59,Marketing,11,1,12094,51,No,,,
68806,36,IT,33,2,14140,5,No,,,
68807,28,Marketing,29,5,4206,71,No,,,
68808,31,Finance,14,1,12016,109,Yes,,,
68809,45,Finance,1,5,11495,5,No,,,
68810,37,Operations,17,2,9289,109,No,,,
68811,45,Marketing,26,3,4387,97,No,,,
68812,40,Finance,34,5,4501,55,Yes,,,
68813,35,Finance,15,2,7739,26,Yes,,,
68814,27,IT,18,2,13874,80,No,,,
68815,42,HR,22,4,10526,29,Yes,,,
68816,52,Marketing,22,2,11267,0,No,,,
68817,45,IT,4,3,6386,94,No,,,
68818,35,Operations,25,3,13359,102,Yes,,,
68819,30,HR,28,2,5167,85,Yes,,,
68820,25,Operations,25,2,4141,90,No,,,
68821,37,Marketing,9,3,5514,75,No,,,
68822,26,IT,6,4,11533,60,Yes,,,
68823,23,IT,5,1,4958,18,No,,,
68824,51,HR,9,5,8950,30,Yes,,,
68825,28,HR,9,3,11893,14,No,,,
68826,53,Operations,15,4,11673,102,Yes,,,
68827,43,Marketing,14,3,13961,58,Yes,,,
68828,32,Finance,21,3,9887,53,No,,,
68829,30,Marketing,19,4,14609,21,No,,,
68830,53,Marketing,0,1,14133,9,No,,,
68831,33,Marketing,7,5,10100,110,Yes,,,
68832,26,Finance,33,3,3479,75,No,,,
68833,44,Marketing,21,1,6222,90,No,,,
68834,47,Marketing,17,4,11151,32,Yes,,,
68835,48,IT,33,3,12161,59,No,,,
68836,55,Operations,27,4,13603,56,Yes,,,
68837,44,HR,22,1,6835,23,No,,,
68838,30,Finance,14,3,7735,112,No,,,
68839,40,IT,17,1,8585,43,Yes,,,
68840,42,Finance,14,2,12320,79,Yes,,,
68841,39,Operations,13,1,13136,5,Yes,,,
68842,38,HR,25,5,11406,32,Yes,,,
68843,36,Operations,9,3,4538,67,Yes,,,
68844,30,HR,16,1,4169,3,No,,,
68845,26,Finance,15,1,12406,112,Yes,,,
68846,33,Marketing,23,2,6434,110,Yes,,,
68847,28,Finance,7,4,10810,111,No,,,
68848,44,HR,14,5,4652,47,Yes,,,
68849,40,HR,21,5,10899,92,No,,,
68850,45,HR,1,5,13723,65,No,,,
68851,25,Finance,30,3,14431,71,Yes,,,
68852,24,Marketing,32,5,8693,31,Yes,,,
68853,46,Operations,29,5,13841,46,Yes,,,
68854,55,Operations,20,1,9150,85,Yes,,,
68855,35,Operations,26,1,9868,38,No,,,
68856,55,IT,27,3,5728,21,No,,,
68857,31,Operations,10,3,6940,38,No,,,
68858,53,Operations,17,3,9059,94,No,,,
68859,24,IT,24,4,14970,42,Yes,,,
68860,41,IT,26,3,11365,43,Yes,,,
68861,23,HR,22,2,11602,7,Yes,,,
68862,52,HR,13,3,9977,34,No,,,
68863,55,Operations,7,4,8711,24,No,,,
68864,21,IT,25,1,4581,37,No,,,
68865,38,HR,9,1,7491,18,No,,,
68866,26,Marketing,19,3,9684,86,No,,,
68867,39,Marketing,3,5,14277,37,Yes,,,
68868,51,Finance,32,4,3749,65,Yes,,,
68869,28,Finance,26,5,14260,102,Yes,,,
68870,26,Finance,11,3,7307,1,Yes,,,
68871,59,Operations,32,2,6186,74,No,,,
68872,43,HR,31,2,5895,91,Yes,,,
68873,24,IT,13,5,4554,112,No,,,
68874,32,HR,3,4,7958,66,No,,,
68875,35,Operations,7,1,4678,12,Yes,,,
68876,24,IT,8,2,9217,46,No,,,
68877,30,Finance,22,5,14253,76,No,,,
68878,50,Operations,0,4,5591,86,Yes,,,
68879,59,Operations,18,3,7673,51,Yes,,,
68880,32,IT,29,4,10949,71,Yes,,,
68881,59,HR,26,2,3032,76,No,,,
68882,28,Finance,15,1,8812,99,No,,,
68883,26,IT,3,2,8310,80,Yes,,,
68884,37,Marketing,19,5,4514,89,No,,,
68885,43,Finance,22,3,5598,6,No,,,
68886,27,IT,31,5,11934,88,Yes,,,
68887,53,Finance,8,4,5483,0,Yes,,,
68888,27,IT,25,2,11843,104,Yes,,,
68889,52,Marketing,8,2,13981,63,No,,,
68890,49,Operations,2,3,6375,42,Yes,,,
68891,50,Finance,0,3,14503,40,Yes,,,
68892,33,Marketing,20,4,12264,70,No,,,
68893,58,Marketing,8,4,6095,47,Yes,,,
68894,38,IT,11,5,7975,50,Yes,,,
68895,50,Marketing,16,3,12510,105,No,,,
68896,41,HR,1,3,11858,116,Yes,,,
68897,58,Marketing,33,5,9729,107,No,,,
68898,50,Operations,0,4,3779,29,No,,,
68899,38,Marketing,22,2,11994,29,Yes,,,
68900,54,HR,17,1,10812,21,Yes,,,
68901,49,Operations,20,4,14349,76,Yes,,,
68902,40,IT,16,2,11491,0,Yes,,,
68903,51,HR,3,2,7562,95,No,,,
68904,56,Finance,2,1,13463,45,No,,,
68905,39,Operations,0,4,14376,82,No,,,
68906,33,IT,9,1,12027,117,No,,,
68907,33,IT,20,2,13658,113,No,,,
68908,26,Operations,34,3,3863,83,No,,,
68909,43,IT,10,2,10373,16,No,,,
68910,48,HR,11,3,5875,95,No,,,
68911,21,IT,20,4,11360,113,Yes,,,
68912,26,IT,7,3,11818,90,No,,,
68913,59,Operations,19,5,8261,87,No,,,
68914,53,Operations,2,1,3904,114,No,,,
68915,41,Finance,6,3,5771,119,No,,,
68916,33,Marketing,24,1,9951,91,Yes,,,
68917,37,Operations,21,3,6067,31,Yes,,,
68918,51,Operations,2,5,12281,113,No,,,
68919,36,IT,11,5,13368,43,No,,,
68920,37,Operations,19,5,3364,21,Yes,,,
68921,28,Operations,8,2,4020,24,No,,,
68922,45,Marketing,25,1,6974,87,No,,,
68923,51,Finance,33,3,11642,26,Yes,,,
68924,48,IT,33,3,5340,10,Yes,,,
68925,58,IT,1,3,12140,58,Yes,,,
68926,28,HR,12,4,9768,81,No,,,
68927,22,HR,27,2,6181,24,Yes,,,
68928,29,IT,5,3,6667,27,No,,,
68929,40,IT,29,1,13428,7,No,,,
68930,24,HR,19,1,14064,5,No,,,
68931,55,IT,23,3,10837,10,Yes,,,
68932,52,Marketing,24,4,9737,76,Yes,,,
68933,29,Marketing,14,4,4681,32,No,,,
68934,50,Marketing,32,1,12663,119,No,,,
68935,21,Operations,30,1,13119,85,Yes,,,
68936,52,Operations,7,1,8237,69,No,,,
68937,57,Marketing,29,1,6963,39,Yes,,,
68938,38,Finance,30,1,4583,53,Yes,,,
68939,58,IT,12,5,6814,76,No,,,
68940,42,Marketing,6,1,7795,81,No,,,
68941,39,IT,5,4,7362,29,Yes,,,
68942,36,Finance,30,2,12197,74,Yes,,,
68943,41,Finance,20,3,11996,88,No,,,
68944,59,Finance,27,1,5644,13,No,,,
68945,24,HR,11,2,12771,111,No,,,
68946,35,Finance,2,3,3968,62,No,,,
68947,32,Finance,8,1,13647,73,No,,,
68948,36,Marketing,27,3,7648,7,Yes,,,
68949,49,Finance,21,3,6345,38,Yes,,,
68950,45,IT,17,3,13067,94,No,,,
68951,33,Marketing,13,2,7810,67,Yes,,,
68952,40,HR,9,4,14031,102,Yes,,,
68953,54,Operations,5,1,11855,12,Yes,,,
68954,39,Operations,19,2,9575,21,No,,,
68955,31,HR,12,3,9677,20,No,,,
68956,49,HR,11,1,14680,69,Yes,,,
68957,48,IT,10,5,5923,65,Yes,,,
68958,39,Finance,21,2,13682,64,No,,,
68959,38,Operations,28,1,9005,49,No,,,
68960,49,Finance,21,3,6139,60,No,,,
68961,40,Operations,19,4,14713,81,Yes,,,
68962,48,Operations,9,4,12937,50,Yes,,,
68963,28,Marketing,31,4,13523,94,Yes,,,
68964,55,IT,22,4,5468,92,No,,,
68965,25,Marketing,32,4,4792,105,Yes,,,
68966,45,IT,5,1,11836,16,No,,,
68967,40,Marketing,12,5,10068,6,Yes,,,
68968,27,Operations,3,1,6646,67,Yes,,,
68969,48,IT,28,5,5428,60,No,,,
68970,45,Operations,13,5,6751,43,Yes,,,
68971,48,IT,19,1,11884,41,No,,,
68972,58,HR,22,3,9653,18,No,,,
68973,33,Marketing,17,3,8338,92,Yes,,,
68974,50,IT,13,4,12841,38,No,,,
68975,59,HR,19,1,13442,104,Yes,,,
68976,28,HR,4,3,9298,107,No,,,
68977,23,Finance,30,1,4436,5,No,,,
68978,36,Finance,14,4,9487,19,Yes,,,
68979,36,HR,8,2,10461,119,Yes,,,
68980,43,HR,31,4,11830,99,No,,,
68981,30,IT,11,5,5157,116,No,,,
68982,26,IT,34,5,11871,32,Yes,,,
68983,39,HR,16,5,7378,89,No,,,
68984,58,Finance,1,3,13611,102,Yes,,,
68985,46,HR,27,3,3920,114,Yes,,,
68986,38,HR,14,2,11232,29,No,,,
68987,47,Marketing,20,3,8937,107,Yes,,,
68988,40,HR,32,4,3051,103,Yes,,,
68989,26,Marketing,32,5,5442,36,No,,,
68990,37,IT,10,5,14015,40,No,,,
68991,50,HR,31,3,12828,81,No,,,
68992,36,HR,12,2,4542,107,Yes,,,
68993,45,HR,31,2,5085,66,Yes,,,
68994,36,Operations,5,1,3423,62,Yes,,,
68995,26,Operations,16,1,12013,47,Yes,,,
68996,57,IT,14,2,8628,38,Yes,,,
68997,27,Finance,8,2,8590,105,No,,,
68998,52,IT,6,4,6640,27,No,,,
68999,37,IT,22,5,5897,72,Yes,,,
69000,47,Operations,1,4,9692,62,Yes,,,
69001,23,IT,16,3,14092,37,Yes,,,
69002,48,Marketing,7,2,10043,29,Yes,,,
69003,54,Operations,3,5,10700,78,No,,,
69004,49,HR,13,1,4884,37,No,,,
69005,24,Finance,28,2,4620,105,No,,,
69006,47,IT,1,3,13742,20,Yes,,,
69007,40,Finance,6,1,6371,40,Yes,,,
69008,32,IT,14,1,12345,0,Yes,,,
69009,55,Finance,33,3,11148,0,Yes,,,
69010,30,Marketing,29,3,14528,4,Yes,,,
69011,34,Operations,7,3,13981,28,No,,,
69012,42,Marketing,4,3,11411,112,No,,,
69013,44,Marketing,17,2,4886,57,No,,,
69014,46,Finance,3,5,9928,67,Yes,,,
69015,31,HR,15,3,14622,62,No,,,
69016,40,Finance,19,4,5427,106,No,,,
69017,28,Marketing,29,1,13059,76,No,,,
69018,49,Marketing,19,3,10282,94,Yes,,,
69019,29,Finance,18,5,6708,75,No,,,
69020,58,IT,34,5,5055,39,No,,,
69021,26,Operations,9,3,10742,40,Yes,,,
69022,48,Operations,21,4,14979,55,No,,,
69023,46,Operations,27,5,4709,61,Yes,,,
69024,29,IT,11,3,9276,110,No,,,
69025,46,IT,5,4,14977,41,No,,,
69026,45,IT,33,3,13507,43,Yes,,,
69027,26,Marketing,21,1,7082,97,No,,,
69028,41,IT,22,1,7272,112,Yes,,,
69029,41,IT,23,2,6203,79,Yes,,,
69030,47,HR,18,4,12723,114,Yes,,,
69031,31,Finance,19,2,14421,91,No,,,
69032,40,Operations,29,1,12330,5,Yes,,,
69033,37,HR,28,2,6426,2,Yes,,,
69034,54,Operations,23,1,5278,13,No,,,
69035,42,IT,23,5,3251,7,No,,,
69036,36,IT,18,4,11460,113,No,,,
69037,41,Finance,31,2,12185,75,No,,,
69038,33,HR,32,4,14763,111,Yes,,,
69039,54,Finance,6,4,3298,39,Yes,,,
69040,27,Finance,4,1,12066,107,No,,,
69041,52,IT,26,5,10525,86,Yes,,,
69042,33,Marketing,2,4,7479,52,Yes,,,
69043,52,Marketing,21,4,8839,6,No,,,
69044,39,Finance,25,4,13734,75,No,,,
69045,44,Finance,18,1,10531,53,No,,,
69046,25,Operations,31,1,6567,44,No,,,
69047,48,Finance,17,2,11040,53,Yes,,,
69048,37,Finance,5,2,14746,74,No,,,
69049,50,Finance,8,2,6387,2,Yes,,,
69050,31,Operations,26,2,3867,49,No,,,
69051,35,IT,30,4,11914,15,Yes,,,
69052,56,Marketing,3,3,9125,59,No,,,
69053,30,IT,6,3,5282,34,No,,,
69054,40,Operations,21,2,7493,6,No,,,
69055,50,Operations,27,5,7977,21,Yes,,,
69056,55,HR,9,1,4784,51,No,,,
69057,55,Marketing,30,5,12561,19,No,,,
69058,52,Marketing,15,3,7466,102,Yes,,,
69059,32,Finance,9,1,7974,96,Yes,,,
69060,27,IT,10,5,7539,29,Yes,,,
69061,38,IT,9,1,5428,72,Yes,,,
69062,48,IT,34,4,9387,80,No,,,
69063,31,Marketing,19,2,4661,55,No,,,
69064,54,Operations,19,2,7165,93,Yes,,,
69065,55,Operations,7,3,13465,8,No,,,
69066,32,Finance,31,1,3960,112,Yes,,,
69067,32,HR,12,3,8181,110,No,,,
69068,35,Marketing,18,2,4659,94,No,,,
69069,39,HR,9,3,9377,107,Yes,,,
69070,30,IT,33,2,9607,38,Yes,,,
69071,28,IT,34,3,4522,44,Yes,,,
69072,42,Operations,25,5,9978,96,Yes,,,
69073,41,Operations,24,5,3178,53,No,,,
69074,40,HR,14,3,3116,56,Yes,,,
69075,25,Finance,22,1,14820,89,Yes,,,
69076,21,Operations,21,1,6521,19,No,,,
69077,47,Marketing,25,2,7906,6,Yes,,,
69078,56,Marketing,24,5,10087,109,Yes,,,
69079,53,HR,32,4,4298,30,No,,,
69080,46,IT,23,1,9014,25,No,,,
69081,34,IT,16,1,9887,31,No,,,
69082,42,Finance,0,1,8116,112,No,,,
69083,52,IT,26,2,12302,20,No,,,
69084,31,HR,32,3,12541,86,Yes,,,
69085,49,Operations,6,4,6243,97,No,,,
69086,58,Finance,9,5,7389,47,Yes,,,
69087,49,Finance,1,3,12053,39,Yes,,,
69088,30,Marketing,21,3,7259,92,No,,,
69089,21,Finance,20,3,9177,116,Yes,,,
69090,59,IT,33,3,6739,105,Yes,,,
69091,40,Finance,24,1,12567,38,No,,,
69092,50,Operations,5,4,9838,74,No,,,
69093,54,IT,16,2,6650,55,No,,,
69094,51,HR,16,4,13659,54,Yes,,,
69095,59,Marketing,34,2,7445,16,No,,,
69096,50,HR,0,3,3647,1,Yes,,,
69097,59,Finance,27,2,12187,16,Yes,,,
69098,34,IT,19,1,14877,7,Yes,,,
69099,55,IT,6,1,4825,23,No,,,
69100,45,Operations,12,5,13927,93,Yes,,,
69101,49,HR,30,1,3253,63,No,,,
69102,21,Marketing,4,1,11380,109,No,,,
69103,55,Operations,19,5,14991,69,No,,,
69104,41,IT,32,2,4053,84,Yes,,,
69105,37,HR,28,5,7474,98,No,,,
69106,34,Operations,14,4,9792,21,No,,,
69107,30,Operations,19,2,11479,11,No,,,
69108,30,Operations,26,5,14459,1,No,,,
69109,21,Operations,28,2,10266,41,No,,,
69110,32,Finance,27,2,13600,30,Yes,,,
69111,35,Finance,14,2,11744,108,Yes,,,
69112,35,Operations,6,4,10068,115,Yes,,,
69113,53,IT,8,3,9574,40,No,,,
69114,26,Operations,7,3,7245,86,No,,,
69115,50,Marketing,17,5,10297,101,No,,,
69116,48,Operations,32,1,9436,85,No,,,
69117,51,Marketing,19,2,12552,5,No,,,
69118,37,Finance,18,3,10952,26,No,,,
69119,53,HR,5,3,3495,54,Yes,,,
69120,41,Finance,34,3,3483,23,Yes,,,
69121,43,Finance,20,2,10607,117,Yes,,,
69122,23,Operations,8,5,8805,116,No,,,
69123,48,IT,12,2,10969,4,Yes,,,
69124,48,Finance,26,2,9919,20,No,,,
69125,37,Operations,17,2,11373,117,No,,,
69126,57,Marketing,28,5,9080,111,Yes,,,
69127,34,IT,18,3,6659,49,No,,,
69128,36,HR,29,1,7191,86,No,,,
69129,45,Finance,25,3,12989,10,Yes,,,
69130,23,IT,8,3,9854,110,No,,,
69131,25,Operations,24,5,13058,69,Yes,,,
69132,26,IT,28,1,11801,65,No,,,
69133,51,Finance,11,3,14632,64,Yes,,,
69134,24,Marketing,18,4,13826,111,No,,,
69135,23,IT,11,3,3887,81,Yes,,,
69136,24,Marketing,4,3,4101,74,Yes,,,
69137,59,HR,10,1,9074,75,Yes,,,
69138,55,Operations,6,2,9961,30,Yes,,,
69139,30,Operations,26,4,12179,79,Yes,,,
69140,25,Operations,13,1,9009,63,No,,,
69141,34,Operations,3,5,10790,65,Yes,,,
69142,54,Marketing,12,1,14102,4,No,,,
69143,22,Marketing,21,3,6204,50,Yes,,,
69144,35,HR,1,2,8013,96,Yes,,,
69145,54,HR,14,1,11926,74,Yes,,,
69146,24,HR,22,3,10624,45,Yes,,,
69147,32,Marketing,16,1,10308,47,Yes,,,
69148,33,IT,12,1,3473,100,Yes,,,
69149,29,HR,9,2,11770,91,No,,,
69150,24,Finance,15,4,10262,58,No,,,
69151,51,HR,31,4,7545,8,Yes,,,
69152,26,Marketing,2,2,10116,98,Yes,,,
69153,27,IT,9,5,10369,72,Yes,,,
69154,38,HR,9,3,5039,57,No,,,
69155,58,IT,27,1,10535,73,Yes,,,
69156,50,HR,20,4,5632,92,Yes,,,
69157,42,Operations,34,4,14949,24,No,,,
69158,34,HR,11,5,3903,40,No,,,
69159,56,Marketing,14,4,3283,111,Yes,,,
69160,32,HR,31,2,12944,113,Yes,,,
69161,28,Finance,25,4,14374,87,Yes,,,
69162,45,Finance,3,2,9453,97,No,,,
69163,31,Operations,10,1,14543,27,No,,,
69164,45,HR,18,3,7172,94,No,,,
69165,36,Operations,26,5,4699,91,Yes,,,
69166,37,Operations,27,4,3509,69,Yes,,,
69167,48,Marketing,31,5,13454,52,No,,,
69168,24,Finance,11,5,9883,51,Yes,,,
69169,54,HR,26,5,12141,79,Yes,,,
69170,46,Marketing,4,4,9656,116,No,,,
69171,26,Marketing,9,1,14018,16,Yes,,,
69172,41,Marketing,29,3,10420,4,No,,,
69173,28,IT,17,1,6792,89,Yes,,,
69174,24,IT,19,2,6084,104,Yes,,,
69175,31,HR,21,1,10193,6,No,,,
69176,54,IT,23,5,14502,50,No,,,
69177,22,IT,28,5,10685,65,Yes,,,
69178,39,Finance,0,5,6256,20,Yes,,,
69179,59,IT,5,4,10833,57,Yes,,,
69180,23,Finance,15,1,5889,16,No,,,
69181,29,IT,0,1,6905,94,No,,,
69182,51,Marketing,25,4,11458,93,Yes,,,
69183,59,Marketing,34,1,8583,105,Yes,,,
69184,32,Operations,26,1,8579,84,No,,,
69185,32,Marketing,4,1,4334,91,Yes,,,
69186,29,Finance,26,3,11292,35,No,,,
69187,59,Finance,20,2,7610,43,Yes,,,
69188,52,Finance,20,1,4314,89,Yes,,,
69189,25,IT,31,4,8618,29,Yes,,,
69190,28,HR,34,1,6331,109,No,,,
69191,52,Operations,25,4,14196,19,No,,,
69192,42,Marketing,6,4,14836,84,No,,,
69193,44,Operations,26,3,3848,37,No,,,
69194,47,IT,34,2,12964,7,No,,,
69195,37,HR,33,1,12485,86,Yes,,,
69196,52,Operations,7,2,11587,78,Yes,,,
69197,58,Marketing,27,3,13992,80,Yes,,,
69198,50,IT,21,5,14766,108,No,,,
69199,56,HR,5,3,4537,44,No,,,
69200,48,Marketing,18,4,12395,58,Yes,,,
69201,39,HR,17,4,11238,77,No,,,
69202,38,HR,3,1,9768,76,Yes,,,
69203,40,Operations,22,2,3528,13,No,,,
69204,30,Finance,24,4,12737,81,No,,,
69205,31,Finance,12,5,6471,43,Yes,,,
69206,54,Finance,11,3,8393,14,No,,,
69207,59,Finance,32,3,7420,48,No,,,
69208,58,Finance,21,3,12021,35,Yes,,,
69209,37,HR,29,5,3788,33,Yes,,,
69210,43,IT,34,5,9765,88,Yes,,,
69211,27,Operations,27,4,13258,23,No,,,
69212,26,HR,15,2,10403,109,No,,,
69213,44,Operations,13,4,8775,23,Yes,,,
69214,28,Finance,33,2,14915,62,Yes,,,
69215,24,Marketing,26,4,9381,40,No,,,
69216,37,Finance,23,2,12576,93,No,,,
69217,22,Operations,11,1,12564,5,No,,,
69218,42,HR,5,5,8423,70,Yes,,,
69219,56,HR,5,5,11580,91,No,,,
69220,36,Finance,2,1,6571,116,No,,,
69221,41,Operations,1,1,9771,2,Yes,,,
69222,28,Marketing,22,2,4321,34,Yes,,,
69223,27,HR,33,2,10048,40,No,,,
69224,27,Marketing,2,3,4594,1,Yes,,,
69225,24,Finance,28,2,6446,27,Yes,,,
69226,45,IT,26,4,5667,13,Yes,,,
69227,26,HR,0,5,10228,4,Yes,,,
69228,38,Finance,19,1,5341,71,Yes,,,
69229,35,Finance,13,5,7427,86,No,,,
69230,41,Marketing,24,4,7168,18,No,,,
69231,36,Finance,9,3,4665,73,Yes,,,
69232,44,Marketing,14,2,12088,19,No,,,
69233,31,HR,4,5,6369,104,No,,,
69234,27,HR,1,1,11386,116,Yes,,,
69235,23,Operations,8,1,14664,98,No,,,
69236,57,IT,15,1,10194,14,Yes,,,
69237,42,HR,14,4,7156,84,No,,,
69238,46,IT,13,5,9078,102,Yes,,,
69239,24,Operations,32,2,13289,3,No,,,
69240,36,HR,1,4,10122,22,No,,,
69241,37,Marketing,30,2,4523,56,No,,,
69242,39,Finance,11,1,4007,17,Yes,,,
69243,35,IT,25,5,14851,41,Yes,,,
69244,27,Finance,4,1,6142,117,No,,,
69245,22,IT,11,3,11817,51,No,,,
69246,43,Operations,28,5,13528,80,Yes,,,
69247,28,HR,7,3,11879,88,No,,,
69248,21,Operations,15,1,7126,22,No,,,
69249,37,Operations,13,1,3293,67,No,,,
69250,59,IT,11,4,12265,104,Yes,,,
69251,28,Finance,23,3,14873,92,No,,,
69252,41,Marketing,31,5,12357,20,No,,,
69253,46,Finance,29,1,6110,15,No,,,
69254,51,Operations,10,2,10697,35,Yes,,,
69255,53,Marketing,1,5,9420,33,No,,,
